TP_ABRANGENCIA;SG_UF;NM_UE;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;CD_SITUACAO_CANDIDATURA;DS_SITUACAO_CANDIDATURA;CD_DETALHE_SITUACAO_CAND;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;CD_NACIONALIDADE;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;CD_GENERO;DS_GENERO;CD_GRAU_INSTRUCAO;DS_GRAU_INSTRUCAO;CD_ESTADO_CIVIL;DS_ESTADO_CIVIL;CD_COR_RACA;DS_COR_RACA;CD_OCUPACAO;DS_OCUPACAO;CD_SIT_TOT_TURNO;DS_SIT_TOT_TURNO;ST_REELEICAO;VR_DESPESA_CONTRATADA;QT_VOTOS_NOMINAIS;ELEITO
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615698;LOURIVAL MOREIRA DA SILVA;MOREIRA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;65;2;MASCULINO;7;ENSINO MÉDIO;9;SEPARADO;3;PARDA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;7470.4;399;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614474;RONALD SIQUEIRA BARBOSA FILHO;RONALD;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;34;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;131;ADVOGADO;5;SUPLENTE;N;19757.86;1141;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612416;JUSTO MAGALHÃES MORAES;JUSTO MAGALHÃES;12;APTO;2;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;Brasília Justa e de mãos limpas;1;BRASILEIRA NATA;68;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;257;EMPRESÁRIO;5;SUPLENTE;N;3031.2900000000004;1157;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000610840;JOAQUIM RODRIGUES DOS SANTOS FILHO;JOAQUIM RODRIGUES;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;61;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;16604.899999999998;791;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602728;CELSO RIBEIRO PAZ;CELSO RIBEIRO;12;APTO;2;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;ELAS POR NÓS: SEM MEDO DE MUDAR O DF;1;BRASILEIRA NATA;40;2;MASCULINO;5;ENSINO FUNDAMENTAL;3;CASADO(A);3;PARDA;537;MOTORISTA PARTICULAR;5;SUPLENTE;N;;81;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600767;EMILINE NASCIMENTO DE OLIVEIRA MUNIZ;MILENE DA CEILÂDIA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;42;4;FEMININO;8;SUPERIOR COMPLETO;7;SEPARADO;3;PARDA;134;ASSISTENTE SOCIAL;5;SUPLENTE;N;;329;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615009;LINDOLFO CAVALCANTI DE MAGALHAES;LINDOLFO MAGALHÃES;12;APTO;2;DEFERIDO;COLIGAÇÃO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;BRASÍLIA ACIMA DE TUDO;1;BRASILEIRA NATA;75;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;257;EMPRESÁRIO;5;SUPLENTE;N;4000.0;143;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000604845;MARIA DASDORIA DE FREITAS;DORINHA DO MAS;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;1;BRASILEIRA NATA;49;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;1000.0;284;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615685;JACIRA SIQUEIRA SILVA;PROFESSORA JACIRA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;43;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;266;PROFESSOR DE ENSINO MÉDIO;5;SUPLENTE;N;2165.0;359;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621306;PEDRO JAKSON ABREU DA SILVA;PEDRÃO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;1;BRASILEIRA NATA;59;2;MASCULINO;4;ENSINO FUNDAMENTAL;3;CASADO(A);3;PARDA;257;EMPRESÁRIO;4;NÃO ELEITO;N;25304.0;533;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000624620;MARIA DA CONSOLAÇÃO FERREIRA DA PONTE LIMA;BISPA CONSOLAÇÃO;12;APTO;2;DEFERIDO;COLIGAÇÃO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;RENOVAR DF;1;BRASILEIRA NATA;55;4;FEMININO;4;ENSINO FUNDAMENTAL;3;CASADO(A);1;BRANCA;910;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;4;NÃO ELEITO;N;;465;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000620312;THIAGO JARJOUR;THIAGO JARJOUR;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;35;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;257;EMPRESÁRIO;5;SUPLENTE;N;136386.37999999995;7812;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614428;OLAVO BATISTA DA SILVA;KAMUU DAN;12;APTO;2;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;Brasília de Mãos Limpas;1;BRASILEIRA NATA;49;2;MASCULINO;7;ENSINO MÉDIO;3;CASADO(A);5;INDÍGENA;124;CONTADOR;5;SUPLENTE;N;5371.03;1623;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610808;WALDICEIA DE MORAES TEIXEIRA DA SILVA;PASTORA WALL;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;60;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;922;SERVIDOR PÚBLICO CIVIL APOSENTADO;5;SUPLENTE;N;6000.0;255;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000604847;MARIO GOMES DA NOBREGA;DELEGADO MARIO GOMES;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;1;BRASILEIRA NATA;61;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;922;SERVIDOR PÚBLICO CIVIL APOSENTADO;5;SUPLENTE;N;29650.0;2973;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614436;ELIZABETE DO RÊGO NASCIMENTO DA COSTA;ELIZABETE DO RÊGO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;57;4;FEMININO;6;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;18470.260000000002;308;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602735;JANAÍNA GOMES PENTEADO;JANAINA PENTEADO;12;APTO;2;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;ELAS POR NÓS: SEM MEDO DE MUDAR O DF;1;BRASILEIRA NATA;43;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;3299.07;141;nao
ESTADUAL;DF;DISTRITO FEDERAL;5;SENADOR;70000614987;FADI FAYEZ FARAJ;FADI FARAJ;12;APTO;2;DEFERIDO;COLIGAÇÃO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;BRASÍLIA ACIMA DE TUDO;2;BRASILEIRA (NATURALIZADA);53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;910;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;4;NÃO ELEITO;N;172518.24000000002;268078;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612434;FRANCISCO EUDES PINHO FARIAS;FARIAS DO BODE;12;APTO;2;DEFERIDO;COLIGAÇÃO;35;PMB;PARTIDO DA MULHER BRASILEIRA;RENOVA DF;1;BRASILEIRA NATA;34;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;999;OUTROS;4;NÃO ELEITO;N;;50;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614456;DIONES AMORIM DE ALMEIDA;DIONES ALMEIDA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;38;2;MASCULINO;8;SUPERIOR COMPLETO;9;SEPARADO;3;PARDA;999;OUTROS;5;SUPLENTE;N;18510.0;279;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608950;MARIA ANTÔNIA RODRIGUES MAGALHÃES;PROFESSORA MARIA ANTÔNIA;12;APTO;2;DEFERIDO;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;61;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;923;APOSENTADO (EXCETO SERVIDOR PÚBLICO);5;SUPLENTE;N;467289.63;6477;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600736;GEORGIA SILVINA DE SA QUARTIN DE MATOS;GEORGIA QUARTIN;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;47;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;131;ADVOGADO;5;SUPLENTE;N;;270;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615710;ALZIRO BARBOSA DE SOUSA;SARGENTO ALZIRO NETO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;52;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;273;MINISTRO DE ESTADO;5;SUPLENTE;N;1536.0;469;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610823;LUCIMAR ALVES MARTINS;LUCIMAR;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;56;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;922;SERVIDOR PÚBLICO CIVIL APOSENTADO;5;SUPLENTE;N;6365.400000000001;336;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000620317;ALZIRA MARIA DOS PASSOS FOLHA;ALZIRA FOLHA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;37;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;83020.0;1480;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600738;SERGIO COSTA DAMACENO;SERGINHO DAMACENO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;44;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;258;BOMBEIRO MILITAR;5;SUPLENTE;N;1625.0;4749;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000629607;ROMUALDO AMARO ALVES;ROMUALDO JOW;12;APTO;2;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;UNIÃO E FORÇA;1;BRASILEIRA NATA;53;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;;422;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614544;MARIA DE LOURDES CANDIDO DE SOUZA;LURDINHA CÂNDIDO;12;APTO;2;DEFERIDO;COLIGAÇÃO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;UNIDOS PELO DF 2;1;BRASILEIRA NATA;53;4;FEMININO;8;SUPERIOR COMPLETO;9;SEPARADO;1;BRANCA;292;AGENTE ADMINISTRATIVO;5;SUPLENTE;N;31042.4;283;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614420;ESTÉFANE CELIS ARAUJO;ESTÉFANE CABEÇA BRANCA;12;APTO;2;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;Brasília de Mãos Limpas;1;BRASILEIRA NATA;60;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;257;EMPRESÁRIO;5;SUPLENTE;N;30000.0;1479;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608917;LUANA FERREIRA LIMA;LUANA LIMA;12;APTO;2;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;34;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;235;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;5;SUPLENTE;N;22884.2;337;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000605784;EDSON DA SILVA;EDSON;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;PARTIDO ISOLADO;1;BRASILEIRA NATA;48;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;297;SERVIDOR PÚBLICO ESTADUAL;4;NÃO ELEITO;N;;184;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000618966;SUZANGELA MARIA ALEXANDRE COSTA;SUZANGELA LEÃO DE JUDÁ;12;APTO;2;DEFERIDO;COLIGAÇÃO;20;PSC;PARTIDO SOCIAL CRISTÃO;UNIDOS PELO DF 1;1;BRASILEIRA NATA;43;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;120923.5;2562;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000611670;RICARDO HERNANDES TROVAO;RICARDO TROVAO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;22;PR;PARTIDO DA REPÚBLICA;PARTIDO ISOLADO;1;BRASILEIRA NATA;56;2;MASCULINO;6;ENSINO MÉDIO;9;SEPARADO;3;PARDA;999;OUTROS;5;SUPLENTE;N;19953.199999999997;102;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000605624;MARIZIA OLIVEIRA BONIFACIO;MARIZIA BONIFACIO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;1;BRASILEIRA NATA;64;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;;125;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627444;IOLANDO ALMEIDA DE SOUZA;IOLANDO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;49;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;921;MILITAR REFORMADO;3;ELEITO POR MÉDIA;N;59583.729999999996;13000;sim
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616395;VALDIVINA PEREIRA DA CONCEIÇÃO ALMEIDA;VAL SILVA RADIALISTA;12;APTO;2;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;mobilizar pra mudar;1;BRASILEIRA NATA;36;4;FEMININO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;166;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;5;SUPLENTE;N;13.2;198;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602729;CÁSSIO EDUARDO SILVEIRA XAVIER;CÁSSIO EDUARDO;12;APTO;2;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;ELAS POR NÓS: SEM MEDO DE MUDAR O DF;1;BRASILEIRA NATA;22;2;MASCULINO;7;ENSINO MÉDIO;1;SOLTEIRO(A);2;PRETA;164;MÚSICO;5;SUPLENTE;N;;113;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000615000;FRANCISCO WELLINGTON SANTOS RAMOS;FRANCISCO WELLINGTON;12;APTO;2;DEFERIDO;COLIGAÇÃO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;BRASÍLIA ACIMA DE TUDO;1;BRASILEIRA NATA;33;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;131;ADVOGADO;5;SUPLENTE;N;;886;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612456;RODRIGO BENTO DOS SANTOS;PROFESSOR RODRIGÃO;12;APTO;2;DEFERIDO;COLIGAÇÃO;51;PATRI;PATRIOTA;RENOVA DF;1;BRASILEIRA NATA;33;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;296;SERVIDOR PÚBLICO FEDERAL;4;NÃO ELEITO;N;19549.240000000013;4121;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608948;LEONARDO LUIS DE FREITAS PEDRON;PROFESSOR PEDRON;12;APTO;2;DEFERIDO;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;32;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;131;ADVOGADO;5;SUPLENTE;N;11500.0;1096;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627453;MARIA ADELIA SOARES CORREIA DOS SANTOS;MARIA ADELIA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;60;4;FEMININO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;403;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;5;SUPLENTE;N;;97;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608912;RODRIGO GERMANO DELMASSO MARTINS;DELMASSO;12;APTO;2;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;38;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;277;DEPUTADO;3;ELEITO POR MÉDIA;S;458071.2099999999;23227;sim
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627441;IANE MAIARA SILVA DE ASSIS;IANE;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;28;4;FEMININO;7;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;;64;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615696;CHARLES JATOBA QUEIROZ SANTANA;CHARLES JATOBA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;47;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);2;PRETA;999;OUTROS;5;SUPLENTE;N;290.0;344;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600763;LOURIVAL ROSA CORREIA;MAJOR LOURIVAL;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;51;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;258;BOMBEIRO MILITAR;5;SUPLENTE;N;49812.2;664;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608952;SOLANGE SOARES CAMPOS;SOLANGE CAMPOS;12;APTO;2;DEFERIDO;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;44;4;FEMININO;8;SUPERIOR COMPLETO;7;SEPARADO;1;BRANCA;999;OUTROS;5;SUPLENTE;N;54506.840000000004;210;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000601719;ALEXANDRE DE JESUS SILVA YANEZ;ALEXANDRE YANEZ;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;1;BRASILEIRA NATA;48;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;104110.0;4549;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614569;OZIEL LOURENCO DA PAZ;OZIEL PAZ;12;APTO;2;DEFERIDO;COLIGAÇÃO;19;PODE;PODEMOS;UNIDOS PELO DF 2;1;BRASILEIRA NATA;37;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;8500.0;243;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616408;FERNANDO MONTEIRO VARGUES;FERNANDO VARGUES;12;APTO;4;INDEFERIDO COM RECURSO;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;PARTIDO ISOLADO;1;BRASILEIRA NATA;39;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;126;ANALISTA DE SISTEMAS;4;NÃO ELEITO;N;;0;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616349;ANDRÉ LUIS QUEIROZ ROSA;ANDRÉ QUEIROZ;12;APTO;2;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;mobilizar pra mudar;1;BRASILEIRA NATA;40;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;13894.95;2158;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612477;BENEDITO AARAO SALES DE ARAUJO;BENEDITO DA VOZINHA;12;APTO;2;DEFERIDO;COLIGAÇÃO;51;PATRI;PATRIOTA;RENOVA DF;1;BRASILEIRA NATA;31;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;999;OUTROS;4;NÃO ELEITO;N;25587.95;3703;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000605597;CARLOS ALBERTO RODRIGUES TABANEZ;TABANEZ ;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;1;BRASILEIRA NATA;48;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;232;POLICIAL CIVIL;5;SUPLENTE;N;338914.31000000006;8078;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614531;ISANIL FRANCISCO GUALBERTO;ISANIL;12;APTO;2;DEFERIDO;COLIGAÇÃO;70;AVANTE;AVANTE;PRA FAZER A DIFERENÇA I;1;BRASILEIRA NATA;48;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;258;BOMBEIRO MILITAR;5;SUPLENTE;N;;4129;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614440;MARIA DE FÁTIMA AZEREDO OLIVEIRA;FÁTIMA AZEREDO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;62;4;FEMININO;5;ENSINO FUNDAMENTAL;5;VIÚVO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;;1;nao
